processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBGCR2861-19	KF894793	9671998	AUTK70		Mined from GenBank, NCBI		BOLD:ADC6528	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			78992	Indotestudo	78993	Indotestudo forstenii					SCHLEGEL & MÜLLER 1844																				23.43	92.43							India													
GBGCR2866-19	KF894790	9672003	AUTK65		Mined from GenBank, NCBI		BOLD:ADC7899	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	164068	Cyclemys	499958	Cyclemys gemeli																									26.35	93.44							India													
GBGCR2870-19	KF894769	9672007	AUTK35		Mined from GenBank, NCBI		BOLD:AAF6774	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	191025	Lissemys	191026	Lissemys punctata					BONNATERRE 1789																				24.49	92.47							India													
GBGCR2872-19	KF894775	9672009	AUTK22		Mined from GenBank, NCBI		BOLD:ACA9031	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	499956	Nilssonia nigricans					ANDERSON 1875																				24.18	92.17							India													
GBGCR2880-19	KF894783	9672017	AUTK45		Mined from GenBank, NCBI		BOLD:AAX2621	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura	191047	Pangshura tecta																									26.21	92.41							India													
GBGCR2893-19	KU976956	9672030			Mined from GenBank, NCBI		BOLD:AAJ1832	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			82179	Manouria	82180	Manouria emys	922137	Manouria emys phayrei																							23.5863	81.173	Coordinates from country centroid						India													
GBGCR2901-19	KM201282	9672038	SKMU4		Mined from GenBank, NCBI		BOLD:AAJ1832	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			82179	Manouria	82180	Manouria emys	922137	Manouria emys phayrei																							23.5863	81.173	Coordinates from country centroid						India													
GBGCR2907-19	KP268856	9672044	T18		Mined from GenBank, NCBI		BOLD:ADC7899	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	164068	Cyclemys	853065	Cyclemys cf. gemeli																									23.91	92.48							India													
GBGCR2930-19	KU923751	9672067			Mined from GenBank, NCBI		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758																																									
GBGCR2940-19	KX559040	9672077	CD3304		Mined from GenBank, NCBI		BOLD:AAK2414	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	191070	Terrapene	191072	Terrapene coahuila					SCHMIDT & OWENS 1944																																									
GBGCR2948-19	KJ489403	9672085			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			253652	Astrochelys	253653	Astrochelys radiata					SHAW 1802																																									
GBGCR3163-19	MG728243	9672300	RCT140		Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191006	Graptemys flavimaculata					CAGLE 1954																																									
GBGCR3199-19	MG728279	9672336	RCT258		Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	922150	Graptemys pulchra																																														
GBMNA11694-19	GU938833	9628692		GU938833	Mined from GenBank, NCBI		BOLD:AAX3035	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29439	Mauremys japonica					TEMMINCK & SCHLEGEL 1835																																									
GBMNB58037-20	MH157801	11652380		MH157801	Mined from GenBank, NCBI		BOLD:AAY2055	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191011	Hardella	191012	Hardella thurjii					GRAY 1831																												India													
GBMNF43490-22	OM945841	15409349		OM945841	Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBMNF43496-22	OM945829	15409355		OM945829	Mined from GenBank, NCBI		BOLD:AAF1292	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29445	Mauremys reevesii																									38.0733	104.691	Coordinates from country centroid						China													
GBMNF43498-22	OM945831	15409357		OM945831	Mined from GenBank, NCBI		BOLD:AAF1292	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29445	Mauremys reevesii																									38.0733	104.691	Coordinates from country centroid						China													
GBMTG105-16	NC_001947	6958478		NC_001947	Mined from GenBank, NCBI		BOLD:ADO4839	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			3396	Pelomedusa	30223	Pelomedusa subrufa					BONNATERRE 1789																																									
GBMTG1412-16	NC_011198	6959785		NC_011198	Mined from GenBank, NCBI		BOLD:AAJ0518	18	Chordata	76	Reptilia	384	Testudines	34463	Chelydridae			34464	Chelydra	34465	Chelydra serpentina					LINNAEUS 1758																																									
GBMTG2556-16	NC_017607	6960929		NC_017607	Mined from GenBank, NCBI		BOLD:ACA0853	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	253635	Sternotherus	486800	Sternotherus carinatus					GRAY 1855																																									
GBMTG5655-16	NC_029369	6968887		NC_029369	Mined from GenBank, NCBI		BOLD:AAX3011	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	280218	Mauremys nigricans																																														
HWSST009-20	ACEH_IBRC09040402	12340542		ACEH_IBRC09040402	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Aceh	Aceh Besar											
HWSST011-20	ACEH_IBRC09040404	12340544		ACEH_IBRC09040404	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Aceh	Aceh Besar											
HWSST025-20	BALI_IBRC09060109	12340558		BALI_IBRC09060109	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST043-20	BALI_IBRC09060128	12340576		BALI_IBRC09060128	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST094-20	KUPANG_30_LTEI9_F	12340627		KUPANG_30_LTEI9_F	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Nusa Tenggara Timur	Tuafanu											
HWSST100-20	P.YAPEN_05_LTEI9_F	12340633		P.YAPEN_05_LTEI9_F	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	West Papua	Pulau Yapen											
MTD016-21	MTDT_1374	14179813		MTDT_1374	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			79003	Testudo	81514	Testudo graeca	1131682	Testudo graeca terrestris					DNA/Tissue Vouchered Only	blood																	31.5135	35.0279	Coordinates from country centroid						Israel													
MTD038-21	MTDT_3127	14179835		MTDT_3127	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AAX2623	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura	364285	Pangshura tentoria							DNA/Tissue Vouchered Only	muscle										F							23.5863	81.173	Coordinates from country centroid						India													
MTD089-21	MTDT_6061	14179886		MTDT_6061	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	499956	Nilssonia nigricans					ANDERSON 1875		DNA/Tissue Vouchered Only	muscle																	23.5863	81.173	Coordinates from country centroid						India													
NMNHR022-17	USNM559581	8280840	USNM:Herp:559581	USNM559581	Smithsonian Institution, National Museum of Natural History		BOLD:ADI2507	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	754076	Kinosternon scorpioides							Vouchered:Registered Collection																		14.7653	-84.5264							Honduras	Gracias a Dios			Awasbila, 42 km N of									
STURT050-21	IMS-E5R-1	14290097		IMS-E5R-1	Middle East Technical University, Institute of Marine Sciences			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta			Fatima Nur Ogul	Morphological	LINNAEUS 1758			Muscle		Fatima Nur Ogul							Hatchling		S	Sandy beach					36.567	34.257	GPS	10					Turkey	Mersin	North Eastern Mediterranean	Erdemli	METU-IMS beach									
BENT046-08	BR_DC_3	967805		3	American Museum of Natural History		BOLD:AAB9663	18	Chordata	76	Reptilia	384	Testudines	52058	Dermochelyidae			52059	Dermochelys	52060	Dermochelys coriacea					VANDELLI 1761														S				FAO-34										Gabon		Mayumba											
BENT056-08	BR_EI_RI4	967815		RI4	University of Canberra		BOLD:ACE8206	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158930	Eretmochelys	158931	Eretmochelys imbricata					(LINNAEUS) 1766														S				FAO-71										Australia	Queensland												
BENT144-08	BR_Em_GN_6	967903		Graptemys_nigrinoda_6	American Museum of Natural History		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191008	Graptemys nigrinoda			Bill Mccord		CAGLE 1954														S																											
BENT152-08	BR_Ge_KT_1	967911	AMNH:AMCC:164926		American Museum of Natural History		BOLD:AAW2859	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	190961	Batagur	279936	Batagur trivittata																																														
BENT173-08	BR_Tr_PC_1	967932		Pelochelys_cantori	American Museum of Natural History		BOLD:AAX1449	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191049	Pelochelys	669853	Pelochelys cantorii			Bill Mccord																S																											
BENT209-09	BR_Ch_AP_2	1218488		Acanthochelys_pallidipectoris_2BC	American Museum of Natural History		BOLD:ACF0862	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171549	Acanthochelys	171550	Acanthochelys pallidipectoris			Bill Mccord		FREIBERG 1945																																									
BENT225-09	BR_Ch_EG_1	1218504		Elseya_georgesi_	American Museum of Natural History		BOLD:AAX7655	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	669875	Myuchelys	669877	Myuchelys georgesi			Arthur Georges																																											
BENT285-09	BR_Ki_ST_18	1218564		K45	American Museum of Natural History		BOLD:AAH9954	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	757237	Staurotypinae	253632	Staurotypus	253634	Staurotypus triporcatus			Bill Mccord		WIEGMANN 1828					John Iverson																							Mexico	Tabasco			Villahermosa market									
CMMX016-20	18_CBGIPN_FC_1008	12515447		NC1008	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758			Sking Biopsy		Fatima Yedith Camacho-Sanchez			Morning		81260	Skin biopsy	Juvenil		S	Marino/terrestre.					25.4659	-108.847	Gloogle Maps						Mexico	Sinaloa	Bahía de Navachiste	Sinaloa	Planicie Costera									
DJIB047-17	USNM336561	7700376	USNM:Herp:336561	USNM-FS 031558 (WV-90-51)	Smithsonian Institution, National Museum of Natural History			18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	253635	Sternotherus	473398	Sternotherus odoratus					LATREILLE 1802																				39.4789	-78.4022							United States	West Virginia			Largent, 1 mi W of, Cacapon River									
EANAH1024-13	USNM 322997	3134314	322997	USNM-FS 1482	Smithsonian Institution, National Museum of Natural History			18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	253606	Graptemys ernsti					LOVICH & MCCOY 1992																duplicate: USNM 322997_NGS		J										United States	Alabama	Escambia		Brewton, 8 mi E of, Conecuh River	2370478|2370480|2370479	http://www.boldsystems.org/pics/EANAH/IMG_7396+1361293484.JPG|http://www.boldsystems.org/pics/EANAH/IMG_7398+1361293500.JPG|http://www.boldsystems.org/pics/EANAH/IMG_7397+1361293493.JPG	Dorsal|Lateral|Ventral	USNM 322997; Dorsal view|USNM 322997; Lateral view|USNM 322997; Ventral view	||	2013|2013|2013	CreativeCommons - Attribution|CreativeCommons - Attribution|CreativeCommons - Attribution	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	E. Anne Chambers|E. Anne Chambers|E. Anne Chambers
EANAH1030-13	USNM 518286	3134320	518286	USNM-FS 158810	Smithsonian Institution, National Museum of Natural History			18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191056	Pseudemys	517237	Pseudemys concinna					LE CONTE 1830												J								36.69	-77.56							United States	Virginia	Greensville		Emporia, W of, Emporia Reservoir	2370543|2370544	http://www.boldsystems.org/pics/EANAH/IMG_7745+1361472081.JPG|http://www.boldsystems.org/pics/EANAH/IMG_7746+1361472085.JPG	Dorsal|Ventral	USNM 518286; Dorsal view|USNM 518286; Ventral view	|	2013|2013	CreativeCommons - Attribution|CreativeCommons - Attribution	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	E. Anne Chambers|E. Anne Chambers
EANAH1034-13	USNM 323022	3134324	323022		Smithsonian Institution, National Museum of Natural History			18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191056	Pseudemys	517237	Pseudemys concinna	758986	Pseudemys concinna suwanniensis																			duplicate: USNM 323022_NGS												United States	Florida	Marion		Rainbow River	2370466|2370467	http://www.boldsystems.org/pics/EANAH/IMG_7383+1361292355.JPG|http://www.boldsystems.org/pics/EANAH/IMG_7384+1361292359.JPG	Dorsal|Ventral	USNM 323022; Dorsal view|USNM 323022; Ventral view	|	2013|2013	CreativeCommons - Attribution|CreativeCommons - Attribution	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	E. Anne Chambers|E. Anne Chambers
GBGC0191-06	AF348261	472251			Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																																									
GBGC0198-06	AF348268	472258			Mined from GenBank, NCBI		BOLD:AAB4448	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28785	Cuora galbinifrons					BOURRET 1939																																									
GBGC10447-12	AF113667	2973659		AF113667	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171533	Podocnemididae			171534	Peltocephalus	254062	Peltocephalus dumerilianus																								Peltocephalus dumeriliana																						
GBGC11171-13	JQ034420	3596269	JQ034420	JQ034420	Mined from GenBank, NCBI		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas					LINNAEUS 1758																				4.09872	-55.8555	Coordinates from country centroid						Suriname													
GBGC11201-13	HQ329755	3602325	MVZ:234625		Mined from GenBank, NCBI		BOLD:AAI6543	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191000	Gopherus	253655	Gopherus agassizii					COOPER 1863																																									
GBGC11242-13	HQ329714	3602366	HQ329714	HQ329714	Mined from GenBank, NCBI		BOLD:AAX0381	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	253627	Kinosternon durangoense																																	Mexico	Durango	Durango,Presa El Mascarillo, 21 Km Nw Pedricena											
GBGC11263-13	HQ329653	3602387	HQ329653	HQ329653	Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191010	Graptemys versa					STEJNEGER 1925																																									
